5.085452271779908329e-02,4.065675337245051797e-10,2.873579768252837674e+00,3.402080011870114440e-01,2.831170196935017258e-01,4.975913549068363695e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.703692101047737140e+01,-6.269805261620353676e-03,-4.137921294769972280e-01,8.369114148785992968e-02,-1.254618005824438554e-01,-3.771570006572397271e-02,5.596892084544839024e-02,3.780429385588261488e-03,5.439136099342833930e-02,-1.328116574713619491e-01,-1.442405422187774400e-01,1.418535459330061144e-01,6.834813037644263400e-02,2.952337239996002862e-03,1.784859068991197489e-03,2.569002627026384291e-03,1.651867081425446252e-03,1.617882701641507005e-03,1.531403755776380906e-03,7.833026939013451595e-02,8.246771533603419009e-04,1.177449728777281261e-03,2.077121501238583540e-03,2.726882375095347495e-03,1.949303851656738942e-03,2.113350883926931947e-02
5.835764902042517993e-02,2.374573106918864469e-06,1.549091455522389804e+00,1.120645932653485805e-01,1.793695487913361253e-01,1.840213023615033805e-01,1.142102187832286404e-02,2.666666666666666838e-02,-3.567830056288421048e+01,2.477502579490687751e+00,2.929150578876355548e-01,4.716571191235496285e-01,7.936207174068821146e-02,3.369729598749329758e-01,-2.368999737573821429e-01,-1.951424358719052732e-01,-1.057089582750468937e-01,-4.165079978057870114e-02,1.904320099763267410e-02,-4.421049520647565845e-02,-1.867500465383843677e-01,6.589311982126043465e-02,2.489999890730273512e-03,6.960983889343848319e-02,2.486570223145721792e-02,1.264185466763216061e-02,3.783034517987353320e-03,1.167996782962482313e-02,9.969846523406218630e-04,4.374164899247288442e-03,2.253042205154968600e-02,5.037783917733834604e-02,4.083000556387822682e-04,2.437384325753041286e-02
4.877032096706961084e-02,4.164750352060362771e-06,3.224063765684653138e+00,1.230331060320348363e-01,1.676687617761904170e-01,5.247651983651553387e-01,4.642693527354325826e-03,9.583333333333333981e-02,-3.396045873587109298e+01,1.646765393173101888e+00,2.371120750458323434e-01,2.750443897557966477e-02,-4.755981142259237127e-02,5.237706365208938397e-02,-7.751829518386998963e-02,-1.791679555601696505e-01,-3.224768623918463639e-01,-3.824931235258756113e-01,-1.835877416660760264e-01,-6.122962405590252899e-02,-2.273280225364987528e-01,3.585943504953065242e-02,1.484595413798558148e-03,1.374642220676842476e-02,1.503764964216576863e-02,1.826691963719596565e-02,7.311054610138411139e-03,1.231253341123963660e-02,1.672161311527468885e-03,2.093228158827848892e-02,2.926896700909117910e-02,3.939436086796802017e-02,1.770872804179204505e-03,1.244536620716034381e-02
4.543559816590245909e-02,4.228569071734087652e-06,3.222259485318316408e+00,1.181255574281241116e-01,1.633423778043655572e-01,5.082880431688148182e-01,3.299048923097966726e-03,9.500000000000000111e-02,-3.391939247203116281e+01,1.706636008875384691e+00,-1.606644567217085651e-01,-3.938200666443653630e-01,2.248502501531630393e-01,5.018644766967619297e-01,-2.065108509588396701e-01,-3.639116639177093493e-01,-8.552736421247149334e-02,1.163057732030336744e-01,-1.923187279090818880e-01,-1.758948756633077759e-01,-2.423002078786816449e-01,7.444269427326980978e-03,2.969625622623084642e-03,1.915526319450007800e-02,1.484056465067728169e-02,4.925092601337755470e-03,8.697761557888351869e-03,4.371108706479606004e-02,2.749929869842204430e-02,4.449484463451776166e-03,1.349370584690598278e-02,4.192308527951464636e-02,8.427520760636486932e-03,1.353050782850322847e-02
4.543559816590245909e-02,2.740176649602117537e-06,3.251646103429038703e+00,1.146974193435565670e-01,1.645616692265504666e-01,3.343922370556729473e-01,3.501480218472635339e-03,5.583333333333333204e-02,-3.458355896739667656e+01,1.926159197020193448e+00,-3.935005260094681656e-01,-3.331673826966050633e-01,-2.621374254211493726e-01,1.889663954976563420e-01,-1.950059352070210653e-02,2.220450468814679501e-01,-1.883178271404619131e-01,-1.405970988895419438e-01,1.044214784646984723e-01,-8.831282854140973249e-02,-1.829016356104991303e-02,2.048718521748671070e-02,2.876393158900025435e-02,2.593855088248306004e-02,2.564787103671230944e-02,7.134727113462707541e-03,5.486591431669050195e-03,4.327359609177061639e-02,6.582653917099181261e-03,9.345214796734693102e-03,2.730601112226076557e-03,6.263745676165685325e-03,1.345109644446772570e-03,1.264826241150989426e-02
3.668195081283868314e-02,2.281690111685615914e-06,3.129749658864258155e+00,9.469105162507651663e-02,1.207865271030052756e-01,3.050752002889367542e-01,2.070748939366262587e-03,4.166666666666666435e-02,-3.519877893593970697e+01,2.150714524323045218e+00,-2.835165686235434079e-01,-2.907203091172782528e-01,-3.977956544149511275e-01,-1.395786593455586866e-01,8.628660013096894899e-02,-1.978947644804391615e-01,-5.498008863858105250e-02,5.429196491766565685e-02,7.881329711278099726e-02,9.860818040756277880e-02,-2.613787181981376273e-01,2.682634495022374888e-02,3.939574553496187626e-02,1.337645362495447875e-02,3.786324467730925805e-03,2.006228501131079433e-03,9.587351383679448488e-03,4.173916062451370201e-02,7.701702147253182895e-04,1.732662997615480246e-02,8.588154197249639119e-03,5.338899851193137057e-03,5.501748111954836776e-03,1.355949786150205741e-02
4.001667361400583489e-02,2.375437860002609140e-06,3.217818070015422194e+00,8.142063759467337014e-02,1.127984469135727558e-01,2.219601909932570616e-01,4.681138047862055951e-03,5.666666666666666380e-02,-3.474631200750742721e+01,2.111618894743135577e+00,-3.516356230355605628e-01,2.175006091810479103e-01,-3.048954029937873123e-01,2.025969254356549121e-01,9.149222459235008265e-02,-1.230177626256874351e-01,-5.290188559145687225e-02,-1.331065871647004739e-01,2.942541844465599299e-01,1.745693650604806246e-01,-8.242155427114994382e-02,2.598771610451060254e-02,4.451375204748110430e-03,1.410721221880205031e-02,3.529067696284469199e-03,5.614573609868408685e-03,4.389472948786470041e-02,4.484044957447327201e-02,1.016623365714338072e-03,1.213570702440885940e-02,6.781064232517244883e-03,4.353714457115322872e-02,3.988558905744463493e-03,1.660902096610115605e-02
4.918716131721550394e-02,1.990683611366913290e-06,3.277054254055340454e+00,8.776025121341481106e-02,1.157496482366825452e-01,2.918228677521406134e-01,2.710697889313012313e-03,6.416666666666666352e-02,-3.483605695175865691e+01,1.742690779787475108e+00,-4.167615768231272555e-01,5.639484221386419083e-02,-2.528035906706226355e-01,1.149774024000927014e-01,-4.163604492163207049e-01,-4.640089679211639173e-01,-2.083678567927623460e-01,-2.464966775308330138e-01,-2.250564058075166241e-01,-1.759976689804306493e-01,-8.409231906192199402e-02,2.697554528501097323e-02,6.824728158945497780e-03,1.331048945252533665e-02,1.374546926361780788e-02,2.482166373524346756e-02,3.181477982477145389e-02,4.896789844363162031e-02,2.575614667387923946e-03,8.379050537768408663e-03,3.443534702852910252e-03,2.549294454520291409e-02,5.914067309786507493e-03,1.349490829091883407e-02
6.169237182159233168e-02,1.294882541673074368e-06,3.193985418683390698e+00,9.679206795337959301e-02,1.219925414801435459e-01,4.005442411645624978e-01,3.159641989146133416e-03,7.166666666666667018e-02,-3.532742937115995119e+01,1.772538785306450038e+00,-3.641788195506385772e-01,1.491726385111870334e-01,-3.746467439882295719e-02,4.518678592422427087e-01,-7.361781652324170255e-02,-2.300845690005349220e-01,-1.101481392932401604e-01,-1.205437066819116249e-01,-3.982959499393416702e-02,4.454590127151298456e-02,-6.518899015765600158e-02,5.741550846789305988e-03,6.183780280934638232e-03,2.979207217767167182e-02,3.342024976897944866e-02,2.320549420977247035e-02,1.314144773974095480e-02,3.297013450787850825e-02,5.529533417795791557e-03,3.578942570272341823e-03,1.948995355934861687e-02,1.300985997658907038e-02,2.754264837381588307e-03,1.119149844670567183e-02
5.835764902042517993e-02,1.171669290987555635e-06,3.190056298621934960e+00,1.030131440790715697e-01,1.280673876769454211e-01,4.226843943289066985e-01,3.547809578909779781e-03,6.583333333333332704e-02,-3.575164532222559188e+01,1.807828698626215980e+00,-3.707813642741960014e-01,-3.751874890767963738e-02,5.820130902594097128e-02,1.372294623799301949e-01,-1.452961156965922596e-01,-3.178743028472426069e-01,-2.585415044875792323e-01,-6.073450795493651883e-02,-4.113625685845496288e-02,-1.331656512734989140e-01,-1.805935740703003833e-01,3.034569685637485484e-02,9.599584808917499372e-04,1.256542242805466086e-02,8.937208525998109956e-03,2.009123804374210107e-02,3.219902875148211718e-02,1.157248654032935926e-02,2.507379637711138788e-03,2.661787282972231678e-03,3.473024263527205169e-02,8.521445288378882293e-03,3.327666459121962628e-02,1.243061946537279104e-02
